"","kd_wilayah","r101","r102","r103","r104","r105","rasio_tani","sektor_utama","jumlah_bank","jumlah_koperasi","keberadaan_toko_sarana_pertanian","keberadaan_fasilitas_kredit","cluster"
"321",5105030008,"[51] BALI","[05] KLUNGKUNG","[030] KLUNGKUNG","[008] SEMARAPURA KELOD","1. Perkotaan",0.02,"Lainnya",9,3,"Tidak ada","Ada",1
"322",5105030010,"[51] BALI","[05] KLUNGKUNG","[030] KLUNGKUNG","[010] SEMARAPURA KANGIN","1. Perkotaan",0.02,"Lainnya",5,0,"Tidak ada","Ada",1
"323",5105030018,"[51] BALI","[05] KLUNGKUNG","[030] KLUNGKUNG","[018] SELISIHAN","2. Perdesaan",0.87,"Pertanian Tanaman Pangan",1,1,"Tidak ada","Ada",2
"324",5105030003,"[51] BALI","[05] KLUNGKUNG","[030] KLUNGKUNG","[003] GELGEL","1. Perkotaan",0.27,"Pertanian Tanaman Pangan",1,0,"Ada","Ada",2
"325",5105030004,"[51] BALI","[05] KLUNGKUNG","[030] KLUNGKUNG","[004] KAMPUNG GELGEL","1. Perkotaan",0.01,"Lainnya",0,0,"Tidak ada","Ada",1
"326",5105030013,"[51] BALI","[05] KLUNGKUNG","[030] KLUNGKUNG","[013] SEMARAPURA KAJA","1. Perkotaan",0.06,"Lainnya",2,0,"Tidak ada","Ada",1
"327",5105030001,"[51] BALI","[05] KLUNGKUNG","[030] KLUNGKUNG","[001] SATRA","1. Perkotaan",0.73,"Pertanian Tanaman Pangan",1,0,"Ada","Ada",2
"328",5105030012,"[51] BALI","[05] KLUNGKUNG","[030] KLUNGKUNG","[012] SEMARAPURA KAUH","1. Perkotaan",0.19,"Lainnya",2,1,"Tidak ada","Tidak ada",1
"329",5105030006,"[51] BALI","[05] KLUNGKUNG","[030] KLUNGKUNG","[006] TANGKAS","1. Perkotaan",0.11,"Lainnya",1,0,"Tidak ada","Ada",1
"330",5105030015,"[51] BALI","[05] KLUNGKUNG","[030] KLUNGKUNG","[015] MANDUANG","1. Perkotaan",0.96,"Pertanian Tanaman Pangan",0,1,"Tidak ada","Ada",2
"331",5105030007,"[51] BALI","[05] KLUNGKUNG","[030] KLUNGKUNG","[007] KAMASAN","1. Perkotaan",0.38,"Lainnya",1,1,"Tidak ada","Ada",1
"332",5105030017,"[51] BALI","[05] KLUNGKUNG","[030] KLUNGKUNG","[017] TEGAK","1. Perkotaan",0.1,"Lainnya",3,0,"Ada","Ada",1
"333",5105030011,"[51] BALI","[05] KLUNGKUNG","[030] KLUNGKUNG","[011] SEMARAPURA TENGAH","1. Perkotaan",0.01,"Lainnya",0,4,"Tidak ada","Ada",1
"334",5105030009,"[51] BALI","[05] KLUNGKUNG","[030] KLUNGKUNG","[009] SEMARAPURA KELOD KANGIN","1. Perkotaan",0.01,"Lainnya",3,2,"Tidak ada","Ada",1
"335",5105040005,"[51] BALI","[05] KLUNGKUNG","[040] DAWAN","[005] GUNAKSA","1. Perkotaan",0.36,"Lainnya",1,6,"Tidak ada","Ada",1
"336",5105040002,"[51] BALI","[05] KLUNGKUNG","[040] DAWAN","[002] KAMPUNG KUSAMBA","1. Perkotaan",0.01,"Lainnya",1,0,"Tidak ada","Ada",1
"337",5105040001,"[51] BALI","[05] KLUNGKUNG","[040] DAWAN","[001] KUSAMBA","1. Perkotaan",0.12,"Lainnya",7,8,"Tidak ada","Ada",1
"338",5105040012,"[51] BALI","[05] KLUNGKUNG","[040] DAWAN","[012] BESAN","2. Perdesaan",0.32,"Lainnya",1,1,"Tidak ada","Ada",1
"339",5105040006,"[51] BALI","[05] KLUNGKUNG","[040] DAWAN","[006] SAMPALAN KLOD","1. Perkotaan",0.04,"Lainnya",1,1,"Ada","Ada",1
"340",5105040007,"[51] BALI","[05] KLUNGKUNG","[040] DAWAN","[007] SAMPALAN TENGAH","1. Perkotaan",0.05,"Lainnya",3,0,"Tidak ada","Tidak ada",1
"341",5105040010,"[51] BALI","[05] KLUNGKUNG","[040] DAWAN","[010] DAWAN KALER","2. Perdesaan",0.22,"Lainnya",1,4,"Tidak ada","Ada",1
"342",5105040003,"[51] BALI","[05] KLUNGKUNG","[040] DAWAN","[003] PESINGGAHAN","2. Perdesaan",0.27,"Lainnya",3,3,"Tidak ada","Ada",1
"343",5105040004,"[51] BALI","[05] KLUNGKUNG","[040] DAWAN","[004] DAWAN KLOD","1. Perkotaan",0.22,"Lainnya",1,3,"Ada","Ada",1
"344",5105040011,"[51] BALI","[05] KLUNGKUNG","[040] DAWAN","[011] PIKAT","2. Perdesaan",0.36,"Lainnya",3,1,"Tidak ada","Ada",1
"345",5105040009,"[51] BALI","[05] KLUNGKUNG","[040] DAWAN","[009] PAKSEBALI","1. Perkotaan",0.06,"Lainnya",1,1,"Tidak ada","Ada",1
"346",5105040008,"[51] BALI","[05] KLUNGKUNG","[040] DAWAN","[008] SULANG","1. Perkotaan",0.08,"Lainnya",2,0,"Tidak ada","Ada",1
"347",5105010008,"[51] BALI","[05] KLUNGKUNG","[010] NUSAPENIDA","[008] PEJUKUTAN","2. Perdesaan",0.77,"Pertanian Tanaman Pangan",4,0,"Tidak ada","Ada",2
"348",5105010006,"[51] BALI","[05] KLUNGKUNG","[010] NUSAPENIDA","[006] SEKARTAJI","2. Perdesaan",0.84,"Pertanian Tanaman Pangan",3,0,"Tidak ada","Ada",2
"349",5105010016,"[51] BALI","[05] KLUNGKUNG","[010] NUSAPENIDA","[016] JUNGUTBATU","1. Perkotaan",0.31,"Lainnya",3,0,"Tidak ada","Ada",1
"350",5105010007,"[51] BALI","[05] KLUNGKUNG","[010] NUSAPENIDA","[007] TANGLAD","2. Perdesaan",0.73,"Pertanian Tanaman Pangan",4,0,"Tidak ada","Ada",2
"351",5105010010,"[51] BALI","[05] KLUNGKUNG","[010] NUSAPENIDA","[010] BATUNUNGGUL","1. Perkotaan",0.36,"Lainnya",8,6,"Ada","Ada",1
"352",5105010013,"[51] BALI","[05] KLUNGKUNG","[010] NUSAPENIDA","[013] PED","2. Perdesaan",0.5,"Pertanian Tanaman Pangan",3,0,"Tidak ada","Ada",2
"353",5105010015,"[51] BALI","[05] KLUNGKUNG","[010] NUSAPENIDA","[015] LEMBONGAN","1. Perkotaan",0.53,"Lainnya",1,0,"Ada","Ada",2
"354",5105010004,"[51] BALI","[05] KLUNGKUNG","[010] NUSAPENIDA","[004] KLUMPU","2. Perdesaan",0.6,"Pertanian Tanaman Pangan",0,5,"Tidak ada","Ada",2
"355",5105010011,"[51] BALI","[05] KLUNGKUNG","[010] NUSAPENIDA","[011] KUTAMPI","2. Perdesaan",0.55,"Pertanian Tanaman Pangan",3,2,"Ada","Ada",2
"356",5105010003,"[51] BALI","[05] KLUNGKUNG","[010] NUSAPENIDA","[003] BATUMADEG","2. Perdesaan",0.53,"Pertanian Tanaman Pangan",0,5,"Tidak ada","Ada",2
"357",5105010009,"[51] BALI","[05] KLUNGKUNG","[010] NUSAPENIDA","[009] SUANA","1. Perkotaan",0.99,"Pertanian Tanaman Pangan",3,0,"Tidak ada","Ada",2
"358",5105010005,"[51] BALI","[05] KLUNGKUNG","[010] NUSAPENIDA","[005] BATUKANDIK","2. Perdesaan",0.6,"Pertanian Tanaman Pangan",3,0,"Tidak ada","Ada",2
"359",5105010002,"[51] BALI","[05] KLUNGKUNG","[010] NUSAPENIDA","[002] BUNGA MEKAR","2. Perdesaan",0.92,"Pertanian Tanaman Pangan",5,0,"Tidak ada","Ada",2
"360",5105010001,"[51] BALI","[05] KLUNGKUNG","[010] NUSAPENIDA","[001] SAKTI","2. Perdesaan",0.8,"Pertanian Tanaman Pangan",2,2,"Tidak ada","Ada",2
"361",5105010014,"[51] BALI","[05] KLUNGKUNG","[010] NUSAPENIDA","[014] KAMPUNG TOYAPAKEH","1. Perkotaan",0,"Lainnya",0,2,"Ada","Ada",1
"362",5105010012,"[51] BALI","[05] KLUNGKUNG","[010] NUSAPENIDA","[012] KUTAMPI KALER","2. Perdesaan",0.65,"Pertanian Tanaman Pangan",4,4,"Ada","Ada",2
"363",5105020012,"[51] BALI","[05] KLUNGKUNG","[020] BANJARANGKAN","[012] NYANGLAN","2. Perdesaan",0.41,"Pertanian Tanaman Pangan",1,0,"Tidak ada","Ada",2
"364",5105020005,"[51] BALI","[05] KLUNGKUNG","[020] BANJARANGKAN","[005] BAKAS","2. Perdesaan",0.73,"Pertanian Tanaman Pangan",1,1,"Ada","Ada",2
"365",5105020001,"[51] BALI","[05] KLUNGKUNG","[020] BANJARANGKAN","[001] NEGARI","1. Perkotaan",0.39,"Pertanian Tanaman Pangan",2,0,"Ada","Ada",2
"366",5105020003,"[51] BALI","[05] KLUNGKUNG","[020] BANJARANGKAN","[003] BANJARANGKAN","1. Perkotaan",0.24,"Pertanian Tanaman Pangan",3,3,"Ada","Ada",2
"367",5105020008,"[51] BALI","[05] KLUNGKUNG","[020] BANJARANGKAN","[008] AAN","1. Perkotaan",0.6,"Pertanian Tanaman Pangan",2,1,"Ada","Ada",2
"368",5105020006,"[51] BALI","[05] KLUNGKUNG","[020] BANJARANGKAN","[006] GETAKAN","1. Perkotaan",0.6,"Pertanian Tanaman Pangan",0,0,"Tidak ada","Ada",2
"369",5105020010,"[51] BALI","[05] KLUNGKUNG","[020] BANJARANGKAN","[010] BUNGBUNGAN","1. Perkotaan",0.75,"Pertanian Tanaman Pangan",3,0,"Tidak ada","Ada",2
"370",5105020002,"[51] BALI","[05] KLUNGKUNG","[020] BANJARANGKAN","[002] TAKMUNG","1. Perkotaan",0.7,"Pertanian Tanaman Pangan",7,5,"Ada","Ada",2
"371",5105020013,"[51] BALI","[05] KLUNGKUNG","[020] BANJARANGKAN","[013] TOHPATI","1. Perkotaan",0.39,"Pertanian Tanaman Pangan",1,2,"Tidak ada","Ada",2
"372",5105020011,"[51] BALI","[05] KLUNGKUNG","[020] BANJARANGKAN","[011] TIMUHUN","2. Perdesaan",0.72,"Pertanian Tanaman Pangan",1,0,"Tidak ada","Ada",2
"373",5105020007,"[51] BALI","[05] KLUNGKUNG","[020] BANJARANGKAN","[007] TIHINGAN","1. Perkotaan",0.56,"Pertanian Tanaman Pangan",4,0,"Ada","Ada",2
"374",5105020004,"[51] BALI","[05] KLUNGKUNG","[020] BANJARANGKAN","[004] TUSAN","1. Perkotaan",0.09,"Lainnya",2,2,"Tidak ada","Ada",1
"375",5105020009,"[51] BALI","[05] KLUNGKUNG","[020] BANJARANGKAN","[009] NYALIAN","1. Perkotaan",0.8,"Pertanian Tanaman Pangan",4,1,"Ada","Ada",2
"376",5106040009,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[009] BELANCAN","2. Perdesaan",1,"Lainnya",1,6,"Ada","Ada",2
"377",5106040047,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[047] PINGGAN","2. Perdesaan",0.95,"Lainnya",1,0,"Ada","Ada",2
"378",5106040032,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[032] BELANTIH","2. Perdesaan",0.89,"Lainnya",0,1,"Ada","Ada",2
"379",5106040037,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[037] PENGEJARAN","2. Perdesaan",0.86,"Lainnya",1,0,"Tidak ada","Ada",2
"380",5106040045,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[045] SUBAYA","2. Perdesaan",0.99,"Lainnya",1,1,"Tidak ada","Ada",2
"381",5106040031,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[031] AWAN","2. Perdesaan",0.9,"Lainnya",1,1,"Ada","Ada",2
"382",5106040042,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[042] BANTANG","2. Perdesaan",0.97,"Lainnya",2,0,"Tidak ada","Ada",2
"383",5106040038,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[038] SATRA","2. Perdesaan",0.56,"Lainnya",6,0,"Tidak ada","Ada",1
"384",5106040041,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[041] DAUP","2. Perdesaan",1,"Lainnya",1,0,"Tidak ada","Ada",2
"385",5106040011,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[011] BANUA","2. Perdesaan",0.52,"Lainnya",1,0,"Ada","Ada",2
"386",5106040003,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[003] ULIAN","2. Perdesaan",0.42,"Lainnya",1,1,"Ada","Ada",2
"387",5106040028,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[028] KINTAMANI","2. Perdesaan",0.85,"Lainnya",7,2,"Ada","Ada",2
"388",5106040030,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[030] MANIKLIYU","2. Perdesaan",0.99,"Lainnya",1,1,"Ada","Ada",2
"389",5106040029,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[029] SERAHI","2. Perdesaan",0.89,"Lainnya",1,1,"Ada","Ada",2
"390",5106040008,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[008] MANGGUH","2. Perdesaan",1,"Lainnya",1,0,"Ada","Ada",2
"391",5106040022,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[022] TERUNYAN","2. Perdesaan",1,"Lainnya",0,4,"Tidak ada","Ada",2
"392",5106040027,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[027] BATUR UTARA","1. Perkotaan",0.58,"Lainnya",1,3,"Tidak ada","Ada",2
"393",5106040034,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[034] BELANGA","2. Perdesaan",0.95,"Lainnya",1,1,"Ada","Ada",2
"394",5106040018,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[018] BUAHAN","2. Perdesaan",0.8,"Lainnya",1,2,"Ada","Ada",2
"395",5106040033,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[033] GUNUNGBAU","2. Perdesaan",0.94,"Lainnya",1,0,"Tidak ada","Ada",2
"396",5106040012,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[012] ABUAN","2. Perdesaan",0.98,"Lainnya",1,1,"Ada","Ada",2
"397",5106040020,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[020] ABANG BATU DINDING","2. Perdesaan",0.95,"Lainnya",1,3,"Tidak ada","Ada",2
"398",5106040014,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[014] SEKAAN","2. Perdesaan",0.87,"Lainnya",1,1,"Ada","Ada",2
"399",5106040048,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[048] BELANDINGAN","2. Perdesaan",0.9,"Lainnya",0,0,"Ada","Ada",2
"400",5106040002,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[002] BINYAN","2. Perdesaan",1,"Lainnya",1,0,"Tidak ada","Ada",2
"401",5106040007,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[007] BAYUNGCERIK","2. Perdesaan",1,"Lainnya",1,0,"Ada","Ada",2
"402",5106040035,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[035] BATUKAANG","2. Perdesaan",0.95,"Lainnya",1,0,"Ada","Ada",2
"403",5106040040,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[040] DAUSA","2. Perdesaan",0.62,"Lainnya",3,0,"Ada","Ada",2
"404",5106040001,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[001] MENGANI","2. Perdesaan",1,"Lainnya",1,3,"Ada","Ada",2
"405",5106040025,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[025] BATUR SELATAN","1. Perkotaan",0.45,"Lainnya",2,3,"Ada","Ada",2
"406",5106040016,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[016] SEKARDADI","2. Perdesaan",0.95,"Lainnya",1,3,"Ada","Ada",2
"407",5106040005,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[005] LANGGAHAN","2. Perdesaan",0.97,"Lainnya",1,1,"Ada","Ada",2
"408",5106040023,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[023] SONGAN B","2. Perdesaan",0.9,"Lainnya",0,0,"Ada","Ada",2
"409",5106040024,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[024] SONGAN A","2. Perdesaan",1,"Lainnya",0,0,"Ada","Ada",2
"410",5106040026,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[026] BATUR TENGAH","2. Perdesaan",0.58,"Lainnya",0,0,"Ada","Ada",2
"411",5106040017,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[017] KEDISAN","1. Perkotaan",0.8,"Lainnya",3,3,"Ada","Ada",2
"412",5106040036,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[036] CATUR","2. Perdesaan",0.95,"Lainnya",2,1,"Ada","Ada",2
"413",5106040015,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[015] BAYUNG GEDE","2. Perdesaan",1,"Lainnya",1,2,"Ada","Ada",2
"414",5106040010,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[010] KATUNG","2. Perdesaan",0.77,"Lainnya",1,4,"Ada","Ada",2
"415",5106040039,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[039] SELULUNG","2. Perdesaan",0.93,"Lainnya",1,0,"Ada","Ada",2
"416",5106040013,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[013] BONYOH","2. Perdesaan",0.94,"Lainnya",1,0,"Ada","Ada",2
"417",5106040046,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[046] SIYAKIN","2. Perdesaan",0.75,"Lainnya",1,0,"Ada","Ada",2
"418",5106040043,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[043] KUTUH","2. Perdesaan",0.9,"Lainnya",2,0,"Tidak ada","Ada",2
"419",5106040004,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[004] BUNUTIN","2. Perdesaan",1,"Lainnya",0,2,"Tidak ada","Ada",2
"420",5106040021,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[021] ABANG SONGAN","2. Perdesaan",0.69,"Lainnya",1,2,"Tidak ada","Ada",2
"421",5106040019,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[019] SUTER","2. Perdesaan",0.91,"Lainnya",1,0,"Ada","Ada",2
"422",5106040006,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[006] LEMBEAN","2. Perdesaan",0.93,"Lainnya",1,1,"Ada","Ada",2
"423",5106040044,"[51] BALI","[06] BANGLI","[040] KINTAMANI","[044] SUKAWANA","2. Perdesaan",0.45,"Lainnya",3,2,"Tidak ada","Ada",1
"424",5106030007,"[51] BALI","[06] BANGLI","[030] TEMBUKU","[007] PULESARI","1. Perkotaan",0.76,"Lainnya",3,3,"Tidak ada","Ada",2
"425",5106030006,"[51] BALI","[06] BANGLI","[030] TEMBUKU","[006] PENINJOAN","1. Perkotaan",0.86,"Pertanian Tanaman Pangan",6,4,"Tidak ada","Ada",2
"426",5106030001,"[51] BALI","[06] BANGLI","[030] TEMBUKU","[001] JEHEM","2. Perdesaan",0.9,"Lainnya",7,4,"Ada","Ada",2
"427",5106030004,"[51] BALI","[06] BANGLI","[030] TEMBUKU","[004] UNDISAN","1. Perkotaan",0.91,"Pertanian Tanaman Pangan",4,4,"Tidak ada","Ada",2
"428",5106030003,"[51] BALI","[06] BANGLI","[030] TEMBUKU","[003] YANGAPI","1. Perkotaan",0.95,"Lainnya",4,15,"Ada","Ada",2
"429",5106030005,"[51] BALI","[06] BANGLI","[030] TEMBUKU","[005] BANGBANG","1. Perkotaan",0.8,"Pertanian Tanaman Pangan",4,4,"Ada","Ada",2
"430",5106030002,"[51] BALI","[06] BANGLI","[030] TEMBUKU","[002] TEMBUKU","1. Perkotaan",0.85,"Pertanian Tanaman Pangan",8,3,"Ada","Ada",2
"431",5106010005,"[51] BALI","[06] BANGLI","[010] SUSUT","[005] SULAHAN","1. Perkotaan",0.76,"Lainnya",9,16,"Tidak ada","Ada",1
"432",5106010001,"[51] BALI","[06] BANGLI","[010] SUSUT","[001] APUAN","2. Perdesaan",0.67,"Pertanian Tanaman Pangan",3,0,"Ada","Ada",2
"433",5106010006,"[51] BALI","[06] BANGLI","[010] SUSUT","[006] TIGA","2. Perdesaan",0.64,"Lainnya",4,1,"Ada","Ada",2
