system:index,akurasi,generatif,iddesa,nonsawah,persiapan,vegetatif1,vegetatif2,.geo
0,0.996,0.0,5103010005,0.0,0.0,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
1,0.996,4.734766079640107,5103010006,15.565328946174143,1.6818173879945046,5.241530890048161,3.554622062330058,"{""type"":""MultiPoint"",""coordinates"":[]}"
2,0.996,9.513333801197737,5103010003,28.268746949965525,5.571708502867452,30.593692066422957,26.611332932260574,"{""type"":""MultiPoint"",""coordinates"":[]}"
3,0.996,21.24425286584001,5103010004,100.69043006101144,13.714868307100184,79.29395705368931,52.41293149649844,"{""type"":""MultiPoint"",""coordinates"":[]}"
4,0.996,4.284100502343269,5103010001,4.482073698359471,1.5022548126340378,5.82343722667021,9.58111299387017,"{""type"":""MultiPoint"",""coordinates"":[]}"
5,0.996,13.59612298852062,5103010002,34.727586901951184,4.734933976201077,32.86888912381039,30.03561977582143,"{""type"":""MultiPoint"",""coordinates"":[]}"
6,0.996,0.5666627929926853,5103020004,2.597126500746782,0.40935957962335323,1.2448706018664788,0.6820581807454427,"{""type"":""MultiPoint"",""coordinates"":[]}"
7,0.996,3.8462363021551385,5103020005,21.651780044747156,1.334408556949391,11.391848982280683,3.207754427777458,"{""type"":""MultiPoint"",""coordinates"":[]}"
8,0.996,0.0,5103020002,0.0,0.0,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
9,0.996,0.03312369244743796,5103020003,0.12109452971813726,0.003543491450291054,0.022339146453259035,0.04175167205212163,"{""type"":""MultiPoint"",""coordinates"":[]}"
10,0.996,0.0,5103020001,0.0,0.0,0.0,0.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
11,0.996,60.60329001683852,5103030005,157.74722353869802,66.83090013311639,79.71468182545395,40.48520423925065,"{""type"":""MultiPoint"",""coordinates"":[]}"
12,0.996,23.613861674840603,5103030006,98.01509762415283,25.902610560195015,54.52781079283465,31.704165123291023,"{""type"":""MultiPoint"",""coordinates"":[]}"
13,0.996,6.3970859563730285,5103030003,30.347648494059275,7.198222858743088,22.691931404718165,17.51475639534748,"{""type"":""MultiPoint"",""coordinates"":[]}"
14,0.996,64.99341664519658,5103030004,154.41388274452407,54.70141701784617,77.70218117367021,53.39706826133597,"{""type"":""MultiPoint"",""coordinates"":[]}"
15,0.996,38.36390862649356,5103030001,120.41802435677306,30.183709175307364,45.155950081823065,26.521011399308822,"{""type"":""MultiPoint"",""coordinates"":[]}"
16,0.996,37.038011683265836,5103030002,81.88791041123342,27.39511969335214,32.20173315369835,21.58082340701833,"{""type"":""MultiPoint"",""coordinates"":[]}"
17,0.996,16.27578794570025,5103040008,50.2557259065156,15.605369817935676,71.2955499172432,12.884561061951922,"{""type"":""MultiPoint"",""coordinates"":[]}"
18,0.996,20.23210639460547,5103040009,86.95015086628064,36.71985051159423,103.74826481180817,32.89714376663505,"{""type"":""MultiPoint"",""coordinates"":[]}"
19,0.996,35.98517984365415,5103040006,66.72790488545742,28.686611778325084,86.9021794611791,14.73767641448376,"{""type"":""MultiPoint"",""coordinates"":[]}"
20,0.996,14.501785316186036,5103040007,49.6862636771527,20.298603476371017,58.30032667305756,19.1828125827206,"{""type"":""MultiPoint"",""coordinates"":[]}"
21,0.996,25.10025460391769,5103040004,67.08439405084354,18.147002843951054,71.15266644084858,30.63661666371068,"{""type"":""MultiPoint"",""coordinates"":[]}"
22,0.996,34.413644349987564,5103040005,67.89115961392253,44.4276575065583,38.652052002312125,17.076656626886077,"{""type"":""MultiPoint"",""coordinates"":[]}"
